SMILES,He,H2,O2,N2,CO2,CH4
*C(C)=C(*)[Si](C)(C)CCCCCCCC,1.568201724,1.672097858,1.361727836,1.278753601,2.0,1.113943352
*c1c(C)c(C)c(N2C(=O)c3cc4c(cc3C2=O)C2(CC(C)(C)c3cc5c(cc32)C(=O)N(*)C5=O)CC4(C)C)c(C)c1C,2.83325899,3.199975237,2.765259928,2.298188572,3.547165675,2.507889378
*NC(CCCCNC(=O)OCc1ccccc1)C(*)=O,-0.341227388,-0.366531544,-1.698970004,-2.522878745,-1.0,-2.586302522
*/C(=C(\*)c1ccc(C(C)C)cc1)c1ccccc1,2.656669204,2.955953675,2.477121255,2.176091259,3.041392685,2.439612092
*C(=O)Nc1ccc(Cc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3c(C)cc(-c5cc(C)c(N6C(=O)c7ccc(*)cc7C6=O)c(C)c5)cc3C)C4=O)c(C)c2)cc1C,0.875991827,0.990777709,0.041392685,-0.595868759,0.740362689,-0.492926349
*c1ccc(Oc2ccc(-c3ccc(-c4ccc(-c5ccc(Oc6ccc(N7C(=O)c8ccc(C(c9ccc%10c(c9)C(=O)N(*)C%10=O)(C(F)(F)F)C(F)(F)F)cc8C7=O)cc6)c(C(F)(F)F)c5)cc4)cc3)cc2C(F)(F)F)cc1,2.258896163,2.281668513,1.232487866,0.492760389,1.563599729,0.178976947
*CC(COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1)OC(=O)CCl,-0.077064526,-0.11604546,-1.304971347,-2.054664108,-0.713285341,-2.077759083
*Oc1c(C#N)c2c(c(C#N)c1O*)Oc1cc3c(cc1O2)-c1cc2c(cc1C31c3cc(*)c(*)cc3-c3cc4c(cc31)C(C)(C)CCC4(C)C)C(C)(C)CCC2(C)C,3.122400711,3.496724729,3.095445858,2.618771869,3.858627157,2.899670275
*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C4CCC(C(C)(C)c5cc(C)c(*)c(C)c5)CC4C)cc3C)cc2)cc1,1.683947131,1.896602003,1.153929058,0.600396811,1.812913357,0.771385799
*N=P(N=P(N=S(*)(=O)NCCC)(NCCC)NCCC)(NCCC)NCCC,1.407373714,1.555600869,0.721246399,0.1231018,1.33541971,0.233411454
*C=C(*)c1cc(C(F)(F)F)sc1C(F)(F)F,2.723035803,2.813432795,1.857332496,1.342422681,2.255272505,1.079181246
*NC(CCCCSC)C(*)=O,0.349499548,0.482873584,-0.387216143,-1.045757491,0.63447727,-0.759964122
*N=P(N=P(N=S(*)(=O)NCCCCCC)(NCCCCCC)NCCCCCC)(NCCCCCC)NCCCCCC,1.759560509,1.952203266,1.201971778,0.639782371,1.82148026,0.781742617
*/C(=C(\*)c1ccc([Si](C)(C)C)cc1)c1ccccc1,3.123231539,3.476887005,3.079181246,2.740362689,3.662757832,3.016863061
*/C(=C(\*)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1)c1ccccc1,2.322711135,2.640970967,2.26445835,1.820240719,3.064199635,2.247077297
*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7cccc(C(C)(C)c8cccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)c8)c7)cc6C5=O)cc4)cc3C)c(C)c2)cc1,0.152662784,0.142653625,-0.991399828,-1.71763944,-0.396233753,-1.720089106
*CC1CC(*)OCO1,0.113943352,-0.007661113,-1.24295555,-2.031592687,-0.795880017,-2.166660665
*c1ccc(-c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc(-c7ccc(-n8c(=O)c9cc%10c(=O)n(*)c(=O)c%10cc9c8=O)cc7)cc6C(F)(F)F)cc5)c5ccccc5C(=O)N4c4ccccc4)cc3)c(C(F)(F)F)c2)cc1,1.858477723,1.974609007,0.881954971,0.079181246,1.59736605,-0.102372909
*OC(=O)C(*)C,0.448612684,0.464796794,-0.619422494,-1.369555773,-0.036075071,-1.372673434
*c1ccc(Oc2ccc(-c3cccc(-c4ccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N(*)C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c(C(F)(F)F)c4)n3)cc2C(F)(F)F)cc1,1.799674113,1.960270574,1.084576278,0.281033367,1.715334684,0.290034611
*C=Cc1ccc(*)cc1[Si](C)(C)C(C)(C)C,1.494883123,1.6446626,0.812913357,0.176091259,1.414973348,0.270604977
*CC(*)OC1C2CC3CC(C2)CC1C3,1.431928904,1.590544289,0.778874472,0.227886705,1.401400541,0.360860601
*COC(=O)NCCCCCCNC(=O)OCc1cccc(*)n1,-0.679164353,-0.800831622,-2.148741651,-3.0,-1.573915191,-3.09580517
*CCOCCOC(=O)c1cccc(C(=O)O*)c1,-0.334203715,-0.405613439,-1.655959333,-2.431903756,-1.068168651,-2.478107512
*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C(C)(C)c4cc(C)c(*)c(C)c4)cc3C)cc2)cc1,1.584331224,1.673422668,0.807053574,0.181457033,1.322219295,0.208983362
*Oc1c(Br)cc(C2(c3cc(Br)c(OC(=O)c4cc(C(*)=O)cc(C(C)(C)C)c4)c(Br)c3)CC(C)CC(C)(C)C2)cc1Br,1.751032808,1.942600104,1.190331698,0.627271687,1.809710997,0.768465559
*c1cccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4)cc3C2=O)c1,0.749680648,0.67300112,-0.434351102,-1.2310086,0.121595383,-1.291081103
*CCc1ccc(*)c(CC)c1,0.621285928,0.633141662,-0.301591606,-1.047639438,0.275347645,-0.980673302
*CC(*)OC(=O)C1CCCCC1,1.108425289,1.217530271,0.311310192,-0.317961899,0.916980047,-0.236206275
*c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccccc3)(c3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)C(F)(F)F)cc1)C2=O,1.303735892,1.438892892,0.579783597,-0.028941518,1.19238693,0.072054334
*C(C)=C(*)c1ccc([Si](C)(C)C)cc1,2.431363764,2.707570176,2.380211242,2.0,2.977723605,2.301029996
*c1ccc2c(c1)C(=O)N(c1c(CC)cc(Cc3cc(CC)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(CC)c3)cc1CC)C2=O,1.805602487,2.004051771,1.264817823,0.707328899,1.885023781,0.85342688
*CC(*)C(=O)OCCCCCCCCCC,1.755874856,1.967079734,1.677606953,1.278753601,2.416640507,1.679427897
*CC(*)[Si](C)(C)C,2.093844954,2.303056072,1.596455557,1.019846546,2.254927203,1.201615402
*OC(C)CC(*)=O,0.229056173,0.221895485,-0.896170913,-1.617528989,-0.318758763,-1.621201904
*C(C)=C(*)[Si](C)(C)c1ccccc1,0.919078092,1.146128036,0.643452676,0.079181246,1.575187845,0.230448921
*/C(=C(\*)c1ccc2c(c1)C(C)(C)CCC2(C)C)c1ccccc1,3.544068044,3.886490725,3.591064607,3.431363764,4.056904851,3.819543936
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(C(C)C)c2)cc1C(C)C,1.047809651,1.174317376,0.26245109,-0.36174998,0.936513742,-0.255330731
*CC(*)C(=O)OCCCCCCCCCCCCCCCCCC,1.837588438,2.053078443,1.875061263,1.463892989,2.631443769,1.958085849
*CC(CS(=O)(=O)CCCC)O*,0.678176177,0.734441489,-0.274088368,-0.946677658,0.329038551,-0.901900085
*Oc1cc2c(cc1O*)C1(CC2(C)CC)c2cc3c(cc2C(C)(CC)C1C)Oc1c(C#N)c(*)c(*)c(C#N)c1O3,2.944482672,3.322219295,2.913813852,2.505149978,3.785329835,2.763427994
*Oc1ccc(-c2c(-c3ccccc3)c(-c3ccccc3)c(-c3ccc4c(c3)Oc3c(C#N)c(*)c(*)c(C#N)c3O4)c(-c3ccccc3)c2-c2ccccc2)cc1O*,2.639317707,2.992288227,2.534470816,2.046882097,3.391008449,2.311410039
*CC(O)COc1ccc(Cc2ccc(O*)cc2)cc1,-0.297603724,-0.364397686,-1.606001342,-2.378209227,-1.017656219,-2.421123787
*c1ccc(Oc2ccc(-c3ccc(-c4ccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N(*)C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c(C(F)(F)F)c4)s3)cc2C(F)(F)F)cc1,1.819027124,1.961063201,1.066325925,0.250420002,1.656194062,0.225309282
*C=CCC*,1.881909441,2.167106657,1.62939875,1.201691205,2.399409005,1.543342098
*CC(*)OC(C)=O,0.737045294,0.788560337,-0.216605363,-0.88988199,0.371143702,-0.854546723
*Oc1c(C#N)c2c(c(C#N)c1O*)Oc1cc3c(cc1O2)-c1ccccc1C31c2cc(*)c(*)cc2-c2cc(C)c(C)cc21,3.199245173,3.632411272,3.122299351,2.503012553,3.861584119,2.668973099
*OC1OC(OC(C)=O)C(*)C(OC(C)=O)C1OC(C)=O,1.050185273,0.917528051,-0.363383583,-1.105209644,0.446603377,-1.085348114
*CC(*)O,0.914611275,0.994727565,0.149876731,-0.4602309,0.793091312,-0.316750042
*c1ccc2c(c1)C(=O)N(c1ccc(C(=O)Nc3ccc(C(c4ccc(NC(=O)c5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)C2=O,1.28851688,1.476747109,0.633468456,0.047958608,1.397940009,0.213731445
*Oc1cc2c(cc1O*)C1(CC2(C)C)CC(C)(C)c2cc3oc4cc5c(=O)n(-c6c(C)cc(-c7cc(C)c(N8C(=O)c9cc(*)c(*)cc9C8=O)c8ccccc78)c7ccccc67)c(=O)c5cc4oc3cc21,2.819543936,3.204119983,2.736396502,2.204119983,3.568201724,2.414973348
*CC(*)C(C)=O,0.602059991,0.679795236,-0.305204054,-0.953425183,0.318461378,-0.871521827
*c1ccc2c(c1)C(=O)N(c1c(C(C)C)cc(Cc3cc(C(C)C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C(C)C)c3)cc1C(C)C)C2=O,2.104658336,2.340822677,1.673020907,1.14606297,2.297757172,1.319036731
*CCC1CC(=O)N(*)C1=O,2.169327783,2.093564071,1.327971624,0.663512274,1.068334313,0.457336116
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C5(*)OC(=O)c6ccccc65)cc4)cc3)cc2)cc1,0.77815125,1.255272505,0.0,-0.769551079,0.698970004,-0.853871964
*/C(=C(\*)c1ccc(CCCC)cc1)c1ccccc1,2.021143347,2.251947419,1.568201724,1.041392685,2.204119983,1.214871029
*c1ccc2c(c1)C(=O)N(c1cccc(C(=O)Nc3ccc(C(c4ccc(NC(=O)c5cccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)cc4)(C(F)(F)F)C(F)(F)F)cc3)c1)C2=O,1.118920034,1.256031275,0.361727836,-0.254478301,1.041392685,-0.13970201
*c1ccc(C(C#N)(C(=O)OCCCC)C(*)(C#N)C(=O)OCCCC)cc1,1.65866865,1.847013684,1.091607866,0.56922714,1.71924891,0.72534072
*c1ccc2c(c1)C(=O)N(c1c(C)c(C)c(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(C)c1C)C2=O,2.359427171,2.63748973,1.939519253,1.408202161,2.561681382,1.545601003
*C(=O)Oc1c(C)cc(C(c2cc(C)c(OC(=O)c3ccc4c(c3)C(=O)N(c3c(C)cc(-c5cc(C)c(N6C(=O)c7ccc(*)cc7C6=O)c(C)c5)cc3C)C4=O)c(C)c2)(C(F)(F)F)C(F)(F)F)cc1C,1.761998828,2.007511921,1.276461804,0.738188985,2.041392685,0.943587022
*C(=O)Oc1ccc(C(c2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3c(C)cc(-c5cc(C)c(N6C(=O)c7ccc(*)cc7C6=O)c(C)c5)cc3C)C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,1.576830718,1.797125701,1.021189299,0.463175352,1.77815125,0.649690012
*OC1C(C)(C)C(OC(*)=O)C1(C)C,1.875061263,1.931566984,1.071090072,0.436277685,1.505149978,0.40597516
*c1c(C)cc(C)c(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c1C,2.117554942,2.371067862,1.559906625,0.985414809,2.17449179,1.065481992
*CCC=C(*)Cl,1.151791732,1.32718094,0.545217131,-0.009016108,1.277026483,0.20781387
*CC(CO*)(CS(C)(=O)=O)CS(C)(=O)=O,-0.412040928,-0.493266995,-1.762205007,-2.546095929,-1.175593457,-2.599294819
*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C(C)C)cc(C(C)(C)c4cc(C(C)C)c(*)c(C(C)C)c4)cc3C(C)C)cc2)cc1,2.041392685,2.199316864,1.450641729,0.877589721,1.991226076,0.959704238
*CC(C)O*,1.137121043,1.160855143,-0.06868117,-0.84491604,0.185419169,-1.089613087
*CC(CS(C)(=O)=O)O*,-1.121077292,-1.291722603,-2.730020323,-3.586297658,-2.154149751,-3.703216769
*/C(=C(\*)c1ccccc1)c1ccccc1,3.089843507,3.43929093,3.079181246,2.86923172,3.62324929,3.180122092
*c1ccc2c(c1)C(=O)N(c1c(C)cc(C(c3ccccc3)(c3cc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C)c3)C(F)(F)F)cc1C)C2=O,1.909430463,2.120973883,1.40654018,0.859651185,2.028318997,1.015080058
*/C(=C(\*)c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1cccc(F)c1,3.612783857,3.995635195,3.770852012,3.62324929,4.255272505,4.041392685
*Oc1ccc(*)cc1,1.894214532,2.026970539,1.228691921,0.535218955,1.825009828,0.606247132
*CC(O)COc1c(Cl)cc(C(C)(C)c2cc(Cl)c(O*)c(Cl)c2)cc1Cl,-0.302654479,-0.37008541,-1.612895485,-2.385619007,-1.024626874,-2.428987472
*CC(*)(F)F,0.176964369,0.090342113,-1.05141005,-1.801831165,-0.510013917,-1.857369253
*/C(=C(\*)c1ccc([Si](C)(C)C)cc1)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,2.748188027,3.079181246,2.792391689,2.397940009,3.51851394,2.86332286
*CC(COc1ccc(C2CCCC(CC)(c3ccc(O*)cc3)C2)cc1)OC(C)=O,0.442868103,0.469457828,-0.595277477,-1.291889664,0.00428483,-1.268258936
*/C(=C(\*)c1ccc(O[Si](C)(C)C(C)(C)C)cc1)c1ccc(F)cc1,2.244275359,2.481893914,2.127636253,1.734468903,2.887586693,2.135920803
*CO*,0.374259156,0.390049572,-0.691785365,-1.396324158,-0.09924882,-1.381416899
*/C(=C(\*)c1cccc(O)c1)c1ccc(C(C)(C)C)cc1,2.908485019,3.230448921,2.763427994,2.322219295,3.477121255,2.69019608
*N=P(N=P(N=S(*)(=O)NCC)(NCC)NCC)(NCC)NCC,1.071070156,1.176884806,0.262201208,-0.370277043,0.871279958,-0.290190574
*Oc1c(C#N)c2c(c(C#N)c1O*)Oc1cc3c(cc1O2)-c1cc(C)c(C)cc1C31c2cc(*)c(*)cc2-c2cc(C)c(C)cc21,3.361604655,3.794630665,3.270552378,2.640402964,3.968007914,2.785084596
*/C(=C(\*)c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccc(C(C)(C)C)cc1,3.431363764,3.799340549,3.544068044,3.397940009,4.041392685,3.819543936
*Oc1ccc(C(C)(C)c2ccc(OC(=O)N(C)c3ccc(S(=O)(=O)c4ccc(N(C)C(*)=O)cc4)cc3)cc2)cc1,0.781755375,0.874774766,-0.077205061,-0.714695405,0.544033869,-0.627078934
*/C(=C(\*)c1ccc(-c2ccc([Si](C)(C)C)cc2)cc1)c1ccccc1,2.568201724,2.908485019,2.591064607,2.204119983,3.342422681,2.653212514
*c1ccc(-c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc(-c7ccc(N8C(=O)c9ccc(C(c%10ccc%11c(c%10)C(=O)N(*)C%11=O)(C(F)(F)F)C(F)(F)F)cc9C8=O)cc7)cc6C(F)(F)F)cc5)c5ccccc5C(=O)N4c4ccccc4)cc3)c(C(F)(F)F)c2)cc1,2.015963878,2.130462838,1.009875634,0.23299611,1.731185708,0.004321374
*CC(CS(=O)(=O)CCCCC)O*,0.693699783,0.751922835,-0.252899069,-0.923903535,0.350463012,-0.877730874
*Oc1c(C)cc(*)cc1C,1.858012439,1.956226639,1.146735583,0.514884582,1.638554534,0.566586746
*CC(*)Cl,0.302095017,0.337072259,-0.857084141,-1.476494384,-0.244663097,-1.500202383
*C=Cc1ccc(*)cc1[Si](CC)(CC)CC,1.487183099,1.629213588,0.819543936,0.255272505,1.380211242,0.362533439
*c1cccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C4(CC(C)(C)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc64)CC5(C)C)cc3C2=O)c1,1.208836936,1.332025872,0.450249108,-0.168164359,1.061414846,-0.07569696
*/C(=C(\*)c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccc(F)cc1,3.662757832,4.041392685,3.792391689,3.672097858,4.322219295,4.041392685
*C(C)=C(*)[Si](C)(C)CCCC,1.792391689,1.812913357,1.462397998,0.903089987,2.0,1.230448921
*/C(=C(\*)c1ccc2c(c1)C(C)(C)c1ccccc1-2)c1ccc(Br)cc1,3.531478917,3.939519253,3.698970004,3.544068044,4.230448921,3.968482949
*CC(O)COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,-0.154683685,-0.275983048,-1.509091329,-2.299344462,-1.119215157,-2.416636826
*CC1CC(*)OC(CCC)O1,0.824265239,0.892987284,-0.084826278,-0.745470273,0.509766478,-0.694725251
*/C(=C(\*)c1ccc([Si](C)(C)CCCCCCCC)cc1)c1ccc(CCCC)cc1,1.879477653,2.099922162,1.397940009,0.897627091,2.041392685,1.078023588
